Date,Close,High,Low,Open,Volume
1/3/2000,13.61495495,14.00740376,13.34325962,14.00740376,10997000
1/4/2000,13.63004684,13.72061194,13.43382247,13.61495266,7308000
1/5/2000,13.75080013,13.87155359,13.53948158,13.63004667,9457400
1/6/2000,13.76589203,13.93192801,13.66023277,13.75079785,7129200
1/7/2000,14.67154026,14.67154026,13.97720811,13.97720811,11474000
1/10/2000,14.20362854,14.71683085,14.18853435,14.67154829,8723800
1/11/2000,14.68663883,14.7922981,14.52060283,14.52060283,9398000
1/12/2000,14.85267448,14.92814539,14.5960734,14.68663849,8389800
1/13/2000,14.62626457,14.83758315,14.5960762,14.83758315,6106000
1/14/2000,14.74701309,14.9583316,14.65644802,14.65644802,7513200
1/18/2000,15.69794846,15.69794846,14.74701504,14.74701504,18350800
1/19/2000,15.75832462,15.75832462,15.47153519,15.6979479,12813400
1/20/2000,15.90926266,15.92435683,15.72813253,15.75832089,11539800
1/21/2000,16.15077591,16.15077591,15.87908061,15.90926898,11385800
1/24/2000,15.66775608,16.1205814,15.35077836,16.1205814,11306000
1/25/2000,15.90926266,15.95454519,15.18474216,15.66775582,9718600
1/26/2000,15.23002815,15.81870119,15.15455725,15.81870119,23723800
1/27/2000,14.36965656,15.13945959,14.11305555,15.13945959,17550800
1/28/2000,13.75080013,14.38475579,13.75080013,14.36966161,10875200
1/31/2000,13.87155247,14.18853027,13.66023393,13.75079902,10734600
2/1/2000,14.0375948,14.09797155,13.59986334,13.87155873,8114600
2/2/2000,13.61495495,13.97721539,13.53948402,13.97721539,7164000
2/3/2000,13.34324932,13.70550948,13.2979668,13.61494444,9464400
2/4/2000,13.58476162,13.94702193,13.29797221,13.34325475,11501800
2/7/2000,13.73570061,13.91683073,13.4187229,13.58475884,7742800
2/8/2000,13.81117153,13.97720747,13.7055123,13.73570065,8261200
2/9/2000,13.76589203,13.94702219,13.70551531,13.81117457,7948600
2/10/2000,13.69041443,13.85645033,13.58475522,13.76588529,8031000
2/11/2000,13.41873074,13.50929585,13.2526947,13.50929585,7688600
2/14/2000,13.07156658,13.34326196,12.99609564,13.34326196,7134000
2/15/2000,13.4489193,13.46401348,12.86024606,13.07156466,7850800
2/16/2000,12.93571091,13.38853626,12.86024001,13.38853626,6869200
2/17/2000,12.63382721,12.93571077,12.362132,12.93571077,11661000
2/18/2000,12.40741158,12.6338242,12.25646983,12.6338242,11443400
2/22/2000,12.49798107,12.70929959,12.19609747,12.40741599,10543000
2/23/2000,12.37722778,12.42251032,12.07534418,12.42251032,11021600
2/24/2000,12.03006649,12.19610254,11.66780602,12.19610254,15451600
2/25/2000,11.75836754,12.24138135,11.60742572,12.03006281,10905200
